area_name,count,percent
Заречный (Пензенская область),14,0.00490
Урюпинск,14,0.00490
Нарьян-Мар,14,0.00490
Балхаш,14,0.00490
Новая Усмань,13,0.00455
Невель,13,0.00455
Тутаев,13,0.00455
Черепаново,13,0.00455
Юрьев-Польский,13,0.00455
Заинск,13,0.00455
Канаш,13,0.00455
Отрадный (Самарская область),13,0.00455
Северобайкальск,13,0.00455
Северо-Западный округ,13,0.00455
Богородицк,13,0.00455
Скопин,13,0.00455
Монино,13,0.00455
Выселки,13,0.00455
Вышний Волочек,13,0.00455
Красноуфимск,13,0.00455
Чусовой,13,0.00455
Литва,13,0.00455
Волхов,13,0.00455
Аксай (Казахстан),13,0.00455
Красногорский (Челябинская область),13,0.00455
Короча,13,0.00455
Снежинск,12,0.00420
Кандалакша,12,0.00420
Амурск,12,0.00420
Нижний Ломов,12,0.00420
Вольгинский,12,0.00420
Данков,12,0.00420
Дербент,12,0.00420
Вьетнам,12,0.00420
Светлоград,12,0.00420
Тында,12,0.00420
Топки,12,0.00420
Ревда (Свердловская область),12,0.00420
Кобрин,12,0.00420
Луга,12,0.00420
Спасск-Дальний,12,0.00420
Зеленогорск (Красноярский край),12,0.00420
Зеленогорск (Ленинградская обл),12,0.00420
Ужур,12,0.00420
Луцк,12,0.00420
Светлый,12,0.00420
Ленск,12,0.00420
Бутурлиновка,12,0.00420
Слуцк,11,0.00385
Котовск (Тамбовская область),11,0.00385
Чистополь,11,0.00385
Шлиссельбург,11,0.00385
Шадринск,11,0.00385
Ивня,11,0.00385
Калач-на-Дону,11,0.00385
Казачинское,11,0.00385
Макеевка,11,0.00385
Малаховка (Московская область),11,0.00385
Краснокаменск,11,0.00385
Краснотурьинск,11,0.00385
Бобров,11,0.00385
Гулькевичи,11,0.00385
Мелеуз,11,0.00385
Вольно-Надеждинское,11,0.00385
Верещагино,11,0.00385
Никольское,11,0.00385
Карачев,11,0.00385
Михайловка (Волгоградская область),11,0.00385
Тейково,11,0.00385
Лебедянь,11,0.00385
Кировск (Мурманская область),11,0.00385
Сегежа,11,0.00385
Пластуновская,11,0.00385
Пестово,11,0.00385
Ермолино (Калужская область),11,0.00385
Бодайбо,11,0.00385
Лабытнанги,11,0.00385
Забайкальск,11,0.00385
Белая Церковь,11,0.00385
Кулебаки,11,0.00385
Калтан,11,0.00385
Черногория,11,0.00385
Турция,11,0.00385
Айхал,11,0.00385
Щучинск,11,0.00385
Алатырь,10,0.00350
Электрогорск,10,0.00350
Кондрово,10,0.00350
Софьино (Раменский район),10,0.00350
Нефтегорск (Самарская область),10,0.00350
Жуковка (Московская область),10,0.00350
Усмань,10,0.00350
Обухово,10,0.00350
Винзили,10,0.00350
Волгореченск,10,0.00350
Мостовской,10,0.00350
Лесной Городок,10,0.00350
Сысерть,10,0.00350
Судогда,10,0.00350
Старая Русса,10,0.00350
"Горки-10 (Московская область, Одинцовский район)",10,0.00350
Сабетта (Ямало-Ненецкий АО),10,0.00350
Родники,10,0.00350
Кольцово,10,0.00350
Куйбышев,10,0.00350
"Михнево (Московская область, Ступинский район)",10,0.00350
Брюховецкая станица,10,0.00350
Порхов,10,0.00350
Сертолово,10,0.00350
Березовский (Кемеровская область),10,0.00350
Светогорск,10,0.00350
Благодарный,10,0.00350
Оленегорск,10,0.00350
Тура (Красноярский край),10,0.00350
Красногвардейское (Ставропольский край),10,0.00350
Мамадыш,10,0.00350
Малые Вязёмы,10,0.00350
Гагарин,10,0.00350
Рассказово,10,0.00350
Сорочинск,10,0.00350
Красная Поляна,10,0.00350
Коченево,10,0.00350
Андижан,10,0.00350
Барабинск,10,0.00350
Новая Чара,10,0.00350
Беслан,9,0.00315
Курганинск,9,0.00315
Струнино,9,0.00315
Нерехта,9,0.00315
Нидерланды,9,0.00315
Асбест,9,0.00315
Маркс,9,0.00315
Городище,9,0.00315
Урай,9,0.00315
Витязево,9,0.00315
Острогожск,9,0.00315
Казахстан,9,0.00315
Путилково,9,0.00315
Сибай,9,0.00315
Давлеканово,9,0.00315
Сланцы,9,0.00315
Слюдянка,9,0.00315
Холмск,9,0.00315
Рыбное,9,0.00315
Фурманов,9,0.00315
Камень-на-Оби,9,0.00315
Тазовский,9,0.00315
Неман,9,0.00315
Прохладный,9,0.00315
Котлас,9,0.00315
Снегири,9,0.00315
Марганец,9,0.00315
Дудинка (Красноярский край),9,0.00315
Верхневилюйск,9,0.00315
Южный округ,9,0.00315
Шира,9,0.00315
Западно-Сибирский округ,9,0.00315
Донецк (Ростовская область),9,0.00315
Белоярский,9,0.00315
Углич,9,0.00315
Лесосибирск,9,0.00315
Сердобск,9,0.00315
Югорск,9,0.00315
Алдан,9,0.00315
Лангепас,9,0.00315
Латвия,9,0.00315
Адыгейск,9,0.00315
Семенов,8,0.00280
Сальск,8,0.00280
Бирск,8,0.00280
Атяшево,8,0.00280
Володарск,8,0.00280
Североуральск,8,0.00280
Клинцы,8,0.00280
Кизилюрт,8,0.00280
Артемовский (Свердловская область),8,0.00280
Обухов,8,0.00280
Ревда,8,0.00280
Евсино,8,0.00280
Шаховская,8,0.00280
Зерноград,8,0.00280
Зея,8,0.00280
Буинск,8,0.00280
Зеленоградск,8,0.00280
Иноземцево,8,0.00280
Балтийск,8,0.00280
Котельниково,8,0.00280
Медведовская,8,0.00280
Гаджиево,8,0.00280
Таштагол,8,0.00280
Тбилисская,8,0.00280
Емельяново,8,0.00280
Белокуриха,8,0.00280
Капчагай,8,0.00280
Карабаш,8,0.00280
Редкино (Тверская область),8,0.00280
Рощино (Ленинградская область),8,0.00280
Алексеевка (Самарская область),8,0.00280
Степногорск,8,0.00280
Приморск (Ленинградская область),8,0.00280
Пущино,8,0.00280
Новый Оскол,8,0.00280
Карачаевск,8,0.00280
Родники (Московская область),8,0.00280
Болгар,8,0.00280
Харовск,8,0.00280
Губаха,8,0.00280
Воронежская область,8,0.00280
Солнечный (Красноярский край),8,0.00280
Медногорск,8,0.00280
Днепродзержинск,8,0.00280
Чик,8,0.00280
Вятские Поляны,8,0.00280
Ясногорск,8,0.00280
Тайшет,8,0.00280
Новоалександровск,8,0.00280
Кондопога,8,0.00280
Красный Яр (Самарская область),8,0.00280
Лениногорск,8,0.00280
Киренск,8,0.00280
Нижняя Тура,8,0.00280
Бикин,8,0.00280
Коротчаево,8,0.00280
Севск,8,0.00280
Шексна,8,0.00280
Ахтубинск,8,0.00280
Карталы,8,0.00280
Касимов,8,0.00280
Никополь,8,0.00280
Голышманово,8,0.00280
Новокубанск,8,0.00280
Васюринская,8,0.00280
Юбилейный (Московская область),7,0.00245
Колывань,7,0.00245
Кольцово (Новосибирская область),7,0.00245
Коммунарка,7,0.00245
Трехгорный,7,0.00245
Татарск,7,0.00245
Староминская,7,0.00245
Закаменск,7,0.00245
Чудово,7,0.00245
Вичуга,7,0.00245
Саянск,7,0.00245
Ковылкино,7,0.00245
Козьмодемьянск,7,0.00245
Михайлов,7,0.00245
Гороховец,7,0.00245
Кохма,7,0.00245
Советский (Ханты-Мансийский АО),7,0.00245
Рамонь,7,0.00245
Новодвинск,7,0.00245
Нижний Одес,7,0.00245
Врангель,7,0.00245
Новопокровская,7,0.00245
Рузаевка,7,0.00245
Разумное,7,0.00245
Райчихинск,7,0.00245
Федяково (Нижегородская область),7,0.00245
Ровно,7,0.00245
Красносельский (Краснодарский край),7,0.00245
Мурино,7,0.00245
Гай,7,0.00245
Криводановка,7,0.00245
Гвардейск,7,0.00245
Борзя,7,0.00245
Харабали,7,0.00245
Бабаево,7,0.00245
Гусиноозерск,7,0.00245
Красково,7,0.00245
Емва,7,0.00245
Советск (Калининградская область),7,0.00245
Другие регионы,7,0.00245
Ожерелье,7,0.00245
Печора,7,0.00245
Средне-Приволжский округ,7,0.00245
Октябрьское (Республика Крым),7,0.00245
Прилуки,7,0.00245
Дюртюли,7,0.00245
Верхне-Приволжский округ,7,0.00245
Пыть-Ях,7,0.00245
Прохоровка,7,0.00245
Правдинск (Калининградская область),7,0.00245
Заславль,7,0.00245
Суворов,7,0.00245
Черниговка (Приморский край),7,0.00245
Ивангород,7,0.00245
Змеиногорск,7,0.00245
Павловская,7,0.00245
Княгинино,7,0.00245
Урень,7,0.00245
Николаевск-на-Амуре,7,0.00245
Чебаркуль,7,0.00245
Курагино,7,0.00245
Лермонтов,7,0.00245
Буланаш,7,0.00245
Пионерский,6,0.00210
Лодейное Поле,6,0.00210
Кумертау,6,0.00210
Тацинская,6,0.00210
Похвистнево,6,0.00210
Гаспра,6,0.00210
Асино,6,0.00210
Бологое,6,0.00210
Федоровский,6,0.00210
Карасук,6,0.00210
Северо-Центральный округ,6,0.00210
Тулун,6,0.00210
Шилово,6,0.00210
Кола,6,0.00210
Невьянск,6,0.00210
Нижнеудинск,6,0.00210
Волосово,6,0.00210
Подпорожье,6,0.00210
Запрудня (Московская область),6,0.00210
Алейск,6,0.00210
Аксу (Павлодар.обл),6,0.00210
Юрюзань,6,0.00210
Горки-2,6,0.00210
Сретенск,6,0.00210
Горки Ленинские,6,0.00210
Партизанск,6,0.00210
Зубцов,6,0.00210
Жаворонки,6,0.00210
Зеленокумск,6,0.00210
Краматорск,6,0.00210
Тевриз,6,0.00210
Красное-на-Волге,6,0.00210
Могоча,6,0.00210
Можга,6,0.00210
Верхняя Салда,6,0.00210
Качканар,6,0.00210
Ростовская область,6,0.00210
Дальневосточный округ,6,0.00210
Дегтярск,6,0.00210
Козельск,6,0.00210
"Давыдово (Московская область, Орехово-Зуевский район)",6,0.00210
Бавлы,6,0.00210
Сергач,6,0.00210
Новая Адыгея,6,0.00210
Ново-Переделкино,6,0.00210
Новая Игирма,6,0.00210
Бокситогорск,6,0.00210
Добрянка,6,0.00210
Уренгой,6,0.00210
Марьина Горка,6,0.00210
Маслова Пристань,6,0.00210
Торопец,6,0.00210
Тогучин,6,0.00210
Сортавала,6,0.00210
Вуктыл,6,0.00210
Вольск,6,0.00210
Калининская,6,0.00210
Приозерск,6,0.00210
Калачинск,6,0.00210
Лянтор,6,0.00210
Бежецк,6,0.00210
Галич (Костромская область),6,0.00210
Балахта (Красноярский край),6,0.00210
Чкаловск,6,0.00210
Екатеринославка (Амурская область),6,0.00210
Вельск,6,0.00210
Алупка,6,0.00210
Ильский,6,0.00210
Излучинск,6,0.00210
Певек,6,0.00210
Верея,6,0.00210
Ивдель,6,0.00210
Исилькуль,6,0.00210
Чехия,6,0.00210
Чирчик,6,0.00210
Радужный (Ханты-Мансийский АО - Югра),6,0.00210
Усть-Нера,6,0.00210
Киров (Калужская область),6,0.00210
Северская станица,6,0.00210
Ува,6,0.00210
Ужгород,6,0.00210
Ош,6,0.00210
посёлок Володарского (Московская область),6,0.00210
Старица,6,0.00210
Лихославль,6,0.00210
Лазаревское,6,0.00210
Кущевская станица,6,0.00210
Кременчуг,6,0.00210
Лесозаводск,6,0.00210
Варениковская,6,0.00210
Поронайск,6,0.00210
Васильков,6,0.00210
Агрыз,5,0.00175
Эстония,5,0.00175
ВНИИССОК,5,0.00175
Кяхта,5,0.00175
Сухиничи,5,0.00175
Стародеревянковская,5,0.00175
Абдулино,5,0.00175
Жердевка,5,0.00175
Омутинское,5,0.00175
Переделкино,5,0.00175
Глазуновка,5,0.00175
Шилка,5,0.00175
Осиново,5,0.00175
Осташков,5,0.00175
Лысьва,5,0.00175
Старотитаровская,5,0.00175
Талдом,5,0.00175
Буйнакск,5,0.00175
Игра,5,0.00175
Черемхово,5,0.00175
Черноморско-Кавказский округ,5,0.00175
Знаменск,5,0.00175
Бугуруслан,5,0.00175
Посёлок совхоза имени Ленина,5,0.00175
Покачи,5,0.00175
Заполярный,5,0.00175
Шушары,5,0.00175
Островцы (Московская область),5,0.00175
Ордынское,5,0.00175
Ивановская область,5,0.00175
Чесма,5,0.00175
Моздок,5,0.00175
Мирный (Архангельская область),5,0.00175
Комаричи,5,0.00175
Комсомольский (Республика Мордовия),5,0.00175
Колпашево,5,0.00175
Тымовское,5,0.00175
Унеча,5,0.00175
Углегорск,5,0.00175
Горняк,5,0.00175
Белогорск (Крым),5,0.00175
Майма,5,0.00175
Медвежьегорск,5,0.00175
Балашов,5,0.00175
Сафоново,5,0.00175
Богданович,5,0.00175
Кировград,5,0.00175
